,EVENT_ID,STATE,YEAR,MONTH,EVENT_TYPE,EVENT_NARRATIVE
683,265373,KENTUCKY,2010,11,Dense Fog,No event description
684,265374,KENTUCKY,2010,11,Dense Fog,No event description
685,266627,INDIANA,2010,11,Drought,No event description
686,266628,INDIANA,2010,11,Drought,No event description
687,266629,INDIANA,2010,11,Drought,No event description
688,266630,INDIANA,2010,11,Drought,No event description
689,242683,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,A wind gust of 60 mph was estimated due to thunderstorm wind damage about five miles northeast of the Martin State Airport.
690,242684,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,Wind gusts up to 49 knots were reported at Quantico.
691,242685,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,A wind gust of 48 knots was measured at the Reagan National Airport.
692,242686,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,Wind gusts of 60 mph were estimated due to thunderstorm wind gusts about one mile northwest of the Reagan National Airport.
693,242687,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,A wind gust of 37 knots was reported at Chesapeake Beach.
694,269062,ILLINOIS,2010,11,Lightning,Lightning started a fire in a house between the kitchen and garage. The damage was confined to the area near the lightning strike. There were no injuries reported.
695,265681,WYOMING,2010,12,High Wind,The Union Pacific Railroad sensor at Emkay reported sustained winds at or above 40 mph during this time frame.  A peak gust of 56 mph occurred at 945LST.
696,265682,WYOMING,2010,12,High Wind,The sensor at Wyo Hill on Interstate 25 reported sustained winds at or above 40 mph during this time frame.  A peak gust of 54 mph occurred at 836LST.
697,265684,NEBRASKA,2010,12,High Wind,Reported from the mesonet sensor in western Banner county.
698,266863,WYOMING,2010,12,Winter Storm,Trained spotter 15 S of Wheatland reported 6 inches of new snow.
699,266864,WYOMING,2010,12,Winter Storm,Trained spotter 12 S of Wheatland reported 6 inches of new snow.
700,266865,WYOMING,2010,12,Winter Storm,Trained spotter in Chugwater reported 10 inches of new snow.
701,259272,TEXAS,2010,10,Hail,Hail was reported between Strickland Springs Road along FM 2625 southwest of Waskom Texas.
702,265543,LOUISIANA,2010,10,Drought,Please use the episode narrative for the event narrative.
703,248298,VIRGINIA,2010,7,Thunderstorm Wind,One tree and several large branches were down along Valley Mill road and Berryville Pike.
704,248299,VIRGINIA,2010,7,Thunderstorm Wind,Several large branches were down. One branch fell on a vehicle at the Valley Mills Estates.
705,248301,VIRGINIA,2010,7,Thunderstorm Wind,Two large trees were down along Route 7 along with numerous large branches.
706,248303,VIRGINIA,2010,7,Thunderstorm Wind,Two big Walnut Trees were uprooted along Shady Creek Road.
707,248304,VIRGINIA,2010,7,Thunderstorm Wind,A Maple Tree was snapped at the base resulting in property damage near Stringtown.
708,266866,WYOMING,2010,12,Winter Storm,Trained spotter 3 SW of Yoder reported 6 inches of new snow.
709,266867,WYOMING,2010,12,Winter Storm,Crow Creek SNOTEL estimated 12 inches of snow for the event.
710,266972,WYOMING,2010,12,High Wind,UP railroad sensor at Lynch recorded sustained winds in excess of 40 mph early in the morning.
711,266973,WYOMING,2010,12,High Wind,WYDOT sensor at Bordeaux recorded sustained winds in excess of 40 mph.
712,266974,WYOMING,2010,12,High Wind,"WYDOT sensor at Wyo Hill recorded both high gusts and sustained winds, peak gust was 66 mph with sustained winds between 45 to 55 mph."
713,266975,WYOMING,2010,12,High Wind,WYDOT sensor at Arlington recorded sustained winds in excess of 40 mph from 711 PM until after midnight.  Peak gusts during this time were 59 mph at 1036 and 1041 PM.
714,266976,WYOMING,2010,12,High Wind,WYDOT sensor at Arlington recorded sustained winds in excess of 40 mph from midnight until 536 AM. Peak gusts during this time were 60 mph shortly before 1 AM.
715,268898,GULF OF MEXICO,2010,11,Marine Thunderstorm Wind,An oil rig platform in Vermilion Block 256 reported a wind gust of 45 mph.
716,265544,LOUISIANA,2010,10,Drought,Please use the episode narrative for the event narrative.
717,265545,LOUISIANA,2010,10,Drought,Please use the episode narrative for the event narrative.
718,259218,TEXAS,2010,10,Hail,"Hail was reported in the Pleasant Grove community on the northwest side of Texarkana, Texas."
719,259220,TEXAS,2010,10,Thunderstorm Wind,"Measured wind gust near the community of Redwater, Texas."
720,259221,TEXAS,2010,10,Hail,No event description
721,265241,TENNESSEE,2010,11,High Wind,A 95 mph wind gust was measured at the Cove Mountain fire tower.
722,265243,TENNESSEE,2010,11,High Wind,A 90 mph wind gust was measured at the NOAA wind tower at Camp Creek.
723,234382,KANSAS,2010,5,Flood,"Emergency management, the fire department and law enforcement all reported flooding across portions of eastern and southeast Sedgwick county due to very heavy rainfall rates over a short period of time. Two feet of water was reported over the road at the intersection of Highways 53 and 15 just east of Mulvane, closing Highway 53 on the east side of town. Water was reported in the garages of two homes just east of Mulvane, where 2.40 inches of rain fell in about 1.5 hours. Furthermore, flooding was observed at 61st street north and 95th street east 10 miles east to northeast of downtown Wichita."
724,234395,KANSAS,2010,5,Flood,Eighty-First Street South and 120th Avenue North were closed due to flooding 2 miles southeast of Mulvane.
725,236107,KANSAS,2010,5,Hail,No event description
726,249418,MARYLAND,2010,7,Thunderstorm Wind,Portions of large trees were down near Derwood.
727,249419,MARYLAND,2010,7,Thunderstorm Wind,A wind gust of 61 mph was measured at the Gaithersburg High School.
728,249420,MARYLAND,2010,7,Thunderstorm Wind,A large tree was down on a house along Danville Court.
729,249452,MARYLAND,2010,7,Thunderstorm Wind,The main stem of a large tree was snapped.
730,249453,MARYLAND,2010,7,Thunderstorm Wind,A tree was reported down at Gude Drive and Maryland Route 28.
731,263493,LOUISIANA,2010,11,Tornado,"Numerous trees were snapped near the intersection of Collier and Water Well Roads. The tornado then crossed Gum Springs Road, where it completely destroyed one well-built two story brick home and an adjacent brick garage. The home was approximately 4000 sq. ft in size, built in 1997, and its destruction was the basis of the EF-4 rating. Many of the nearby trees were completely snapped, with several near the home snapped off at the base. One single wide mobile home was also destroyed, with its remnants blown into a wooded area about 300 yards away. Another nearby home was moderately damaged, while two other homes suffered minor damage. The tornado then crossed into an open field, before entering a heavily wooded area, traveling northeast across Highways 84 and 167, where sporadic minor tree damage was observed just west and north of Winnfield.  Maximum winds are estimated around 170 mph, with a maximum width of 400 yards."
732,263494,LOUISIANA,2010,11,Tornado,"The tornado touched down in an inaccessible wooded area west of the Ouachita River. The tornado traveled east into an open field off of Hooter Road West, where it entered a wooded area. Numerous trees and branches were snapped, before it weakened as it moved over a home along Hooter Road East. A metal awning on the backside of the home was torn off and deposited in the front yard of the home, as well as a large open field between the home and a levee along the Ouachita River. Some shingles were also removed from the home. Tree tops along the levee were also snapped, as the tornado traveled northeast and lifted along Highway 165 in the Boscoe community.  Maximum winds are estimated around 90 mph, with a maximum width of 100 yards."
733,259231,TEXAS,2010,10,Hail,No event description
734,259234,TEXAS,2010,10,Hail,No event description
735,259235,TEXAS,2010,10,Thunderstorm Wind,"Numerous trees and powerlines were downed across the western portion of Bowie County, Texas."
736,236108,KANSAS,2010,5,Hail,No event description
737,236109,KANSAS,2010,5,Hail,The hail size ranged from pennies to quarters.
738,236110,KANSAS,2010,5,Hail,Estimated winds of 50 mph accompanied the hail.
739,266820,WYOMING,2010,12,High Wind,WYDOT sensor at Bordeaux measured a gust of 60 mph.
740,266828,WYOMING,2010,12,Winter Storm,Whiskey Park SNOTEL estimated 27 inches of snow for the event.
741,266829,WYOMING,2010,12,Winter Storm,Little Snake River SNOTEL estimated 31 inches of snow for the event.
742,266830,WYOMING,2010,12,Winter Storm,Webber Springs SNOTEL estimated 31 inches of snow for the event.
743,266831,WYOMING,2010,12,Winter Storm,Old Battle SNOTEL estimated 31 inches of snow for the event.
744,268133,WYOMING,2010,12,Winter Storm,Sage Creek Basin SNOTEL at 7850 feet recorded 12 inches of snow.
745,268134,WYOMING,2010,12,Winter Storm,Little Snake River SNOTEL at 8915 feet recorded 26 inches of snow.
746,249454,MARYLAND,2010,7,Thunderstorm Wind,A tree was down on west Montgomery Avenue.
747,251069,VIRGINIA,2010,7,Thunderstorm Wind,Trees were down in Faber.
748,251070,VIRGINIA,2010,7,Thunderstorm Wind,Large limbs were blown down in thunderstorm winds near Colesville.
749,251072,VIRGINIA,2010,7,Thunderstorm Wind,A tree was down in Schuyler.
750,251246,MARYLAND,2010,7,Thunderstorm Wind,Several trees were down along Highbridge Road at the intersection with Route 450.
751,251247,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 42 knots was reported at Annapolis.
752,259254,TEXAS,2010,10,Hail,No event description
753,259255,TEXAS,2010,10,Hail,No event description
754,259256,ARKANSAS,2010,10,Thunderstorm Wind,"A tree was downed on Hwy. 196 east of Texarkana, Arkansas."
755,252793,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 43 knots was reported at Annapolis Buoy.
756,252794,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 36 knots was reported at Tolly Point.
757,252795,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 43 knots was reported at Kent Island.
758,252796,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 34 knots was reported at Kent Island.
759,252873,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 36 knots was reported at Mason Neck.
760,242481,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,Wind gusts up to 43 knots were reported at Mason Neck.
761,242483,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,Wind gusts up to 39 knots were reported at the Route 301 Bridge.
762,248246,MARYLAND,2010,7,Thunderstorm Wind,A tree was down on Standard Drive near Parkway Drive.
763,248247,MARYLAND,2010,7,Thunderstorm Wind,A tree was down near the intersection of Light Street Avenue and West Earleigh Heights Road.
764,248248,MARYLAND,2010,7,Thunderstorm Wind,Three to four trees were down on Stone Haven Drive. Some trees were eighteen inches in diameter.
765,248249,MARYLAND,2010,7,Thunderstorm Wind,Trees were down on Howes Road.
766,245563,INDIANA,2010,6,Thunderstorm Wind,Amateur radio operators recorded a 60 mph wind gust with the storm.
767,262448,NEVADA,2010,10,Heavy Rain,"Several intersections in the Las Vegas Valley collected several inches of standing water.  Several inches of water also flowed through the lowest level of the Imperial Palace parking garage, which stands in the Flamingo Wash."
768,262451,NEVADA,2010,10,Flash Flood,Water and debris flowed down a wash into the Callville Bay area.
769,262453,CALIFORNIA,2010,10,High Wind,"Wind gusts of 58 mph or greater were recorded in the Owens Valley for five hours, with a peak measured gust of 85 mph 3 miles SSW of Independence.  In the Olancha area, the roof of the L.A. Water and Power building was damaged, a big rig was blown over on Highway 395, trees were blown down, and various debris was blown into roadways."
770,262454,CALIFORNIA,2010,10,High Wind,"Wind gusts of 70 mph or greater were recorded in the Eastern Sierra slopes for three and a half hours, with a peak measured gust of 92 mph 4 miles SW of Independence.  A spotter 7 miles W of Bishop reported that several trees were uprooted and there was minor damage to several roofs."
771,262455,CALIFORNIA,2010,10,High Wind,This gust occurred at the Barstow-Daggett Airport (KDAG).
772,262456,CALIFORNIA,2010,10,Strong Wind,Sustained winds of 30-35 mph damaged a pool cover and a satellite dish.
773,262178,WYOMING,2010,11,Heavy Snow,"Sand Lake SNOTEL reported a snow water equivilent of 1.7 inches. At 12:1 ratios, this would equate to 20.0 inches of snowfall."
774,262179,WYOMING,2010,11,Heavy Snow,"North French Creek SNOTEL reported snow water equivilent of 1.8 inches. AT a 12:1 ratio, this would equate to 22.0 inches of snowfall."
775,262181,WYOMING,2010,11,Heavy Snow,"Whiskey Park SNOTEL reported snow water equivilent of 1.0 inches. At 12:1 ratios, this would equate to 12.0 inches of snowfall."
776,262184,WYOMING,2010,11,Heavy Snow,"Little Snake River SNOTEL site reported snow water equivilent of 1.2 inches. At 12:1 ratio, this would equate to 14.0 inches of snowfall."
777,262186,WYOMING,2010,11,Heavy Snow,Webber Springs SNOTEL site reported 14.0 inches of snowfall.
778,262187,WYOMING,2010,11,Heavy Snow,"Old Battle SNOTEL site reported snow water equivilent of 1.2 inches. At 15:1 ratios, this would equate to 18.0 inches of snowfall."
779,262189,WYOMING,2010,11,Heavy Snow,Observere 12 miles south of Garrett reported 6.0 inches of snowfall.
780,252807,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust in excess of 30 knots was reported at Bishops Head.
781,252808,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 36 knots was measured at Raccoon Point.
782,252809,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 36 knots was measured at Potomac Buoy.
783,252811,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust in excess of 30 knots was reported at the Potomac Lighthouse.
784,252813,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,Wind gusts between 34 and 39 knots were reported at Point Lookout.
785,252820,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,Wind gusts were estimated around 60 mph due to thunderstorm wind damage about one mile west of the White House.
786,242660,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,A wind gust of 43 knots was measured at the Potomac Lighthouse.
787,242661,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,Wind gusts were estimated around 60 knots due to thunderstorm wind damage about four miles south of Quantico.
788,248262,VIRGINIA,2010,7,Thunderstorm Wind,Large limbs were down near Linville.
789,248267,MARYLAND,2010,7,Thunderstorm Wind,A large tree was down along Glen Road.
790,248268,MARYLAND,2010,7,Thunderstorm Wind,Trees were down around Ellicott City.
791,248269,MARYLAND,2010,7,Thunderstorm Wind,A wind gust of 62 mph was measured at the Baltimore-Washington International Airport.
792,264914,INDIANA,2010,12,Winter Storm,"Rain changed to snow during the morning hours of December 12th and continued through the entire day. Snowfall totals generally ranged between 3 and 5 inches across the county. Winds increased Sunday afternoon into Monday morning, with gusts of 25 to 35 mph at times. This, combined with the fallen snow, created widespread blowing and drifting snow that led to numerous car accidents and school closings across the region."
793,268450,NEW HAMPSHIRE,2010,11,Strong Wind,A tree and wires were downed on Route 31 in Antrim.
794,268457,MASSACHUSETTS,2010,11,Strong Wind,"In Hamilton, a tree was downed blocking Chebacco Road.  Trees and wires were downed on Common Lane in Beverly.  An Automated Surface Observing System at Beverly Municipal Airport (KBVY) recorded sustained wind speeds of 32 mph and gusts to 46 mph."
795,265775,SOUTH CAROLINA,2010,12,Winter Storm,Law enforcement and spotters reported snow depths of 2 to 4 inches across the county.
796,265776,SOUTH CAROLINA,2010,12,Winter Storm,Law enforcement and spotters reported snow depths of 1 to 3 inches across the county.
797,265777,SOUTH CAROLINA,2010,12,Winter Storm,Law enforcement and spotters reported snow depths of 1 to 2 inches across the  northwest half of the county.
798,262209,NEBRASKA,2010,11,Heavy Snow,Kimball County law enforcement reported total of 8.5 inches of snowfall from storm.
799,262210,NEBRASKA,2010,11,Heavy Snow,Spotter reported snow tootal of 7.5 inches in Dix Nebraska.
800,251043,MARYLAND,2010,7,Thunderstorm Wind,Trees and wires were down in Laytonsville.
801,251044,MARYLAND,2010,7,Thunderstorm Wind,Hardwood and softwood trees were dnapped. Large Limbs were also down near Greenberry Drive and Griffith Road.
802,252827,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 37 knots was measured at Washington D.C.
803,252828,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 38 knots was measured at the Potomac Buoy.
804,252829,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 37 knots was reported at the Susquehanna Buoy.
805,252830,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust in excess of 30 knots was reported at Tolchester Beach.
806,248291,WEST VIRGINIA,2010,7,Thunderstorm Wind,Trees were down on route 50 near the Potomac River.
807,248293,VIRGINIA,2010,7,Thunderstorm Wind,There was minor damage to shingles on a roof along Hayfield Road.
808,248294,VIRGINIA,2010,7,Thunderstorm Wind,Large branches were down along Opequon Avenue.
809,248295,VIRGINIA,2010,7,Thunderstorm Wind,Numerous trees and power lines were down. Portions of Interstate 81 were not passable due to the downed trees and power lines.
810,248296,VIRGINIA,2010,7,Thunderstorm Wind,Numerous large branches were down along with the main stem of a large tree.
811,268473,MASSACHUSETTS,2010,11,Strong Wind,A tree was downed on wires in Watertown.
812,256695,SOUTH CAROLINA,2010,10,Hail,Public reported 1.25 inch hail just southeast of Lexington.
813,256696,SOUTH CAROLINA,2010,10,Hail,Public reported 1.25 inch hail southwest of Lexington.
814,256698,SOUTH CAROLINA,2010,10,Hail,Public reported 1.25 inch hail south of Red Bank.
815,256699,SOUTH CAROLINA,2010,10,Hail,Public reported quarter size hail in North Gaston.
816,256700,SOUTH CAROLINA,2010,10,Thunderstorm Wind,NWS employee reoprted two trees down and minor damage to a home.
817,256701,SOUTH CAROLINA,2010,10,Thunderstorm Wind,Public reported a tree down and nickel size hail in Gaston.
818,256702,SOUTH CAROLINA,2010,10,Hail,Public reported nickel to quarter size hail from Burke Road to Hwy 601 southwest of St. Matthews.
819,258303,GEORGIA,2010,10,Hail,Burke fire station number 6 in Gough reported quarter size hail in the Gough and St. Clair area.
820,276492,ALABAMA,2010,12,Drought,No event description
821,274656,KANSAS,2010,12,Hail,No event description
822,206474,KENTUCKY,2010,1,Winter Weather,The county EM reports 1-2 inches of new snow across the county.
823,206476,KENTUCKY,2010,1,Winter Weather,"A member of the public reported 2.5 inches of new snowfall since 11pm on January 4th, with 5 inches of total snow depth in Thornton."
824,206477,KENTUCKY,2010,1,Winter Weather,"The county EM office reported 2 to 3 inches of new snowfall across the county, with isolated accumulations of 4 to 5 inches."
825,206086,INDIANA,2010,2,Winter Storm,"A steady light to moderate snow fell February 9th into early February 10th with snowfall totals ranging between 6 and 8 inches across the county.  A CoCoRaHs observer reported 7.3 inches of snow accumulation 1 mile north-northeast of Butler.  Winds of 15 to 25 mph allowed for some blowing and drifting of the snow.  The accumulating snow and wind led to slide-offs and accidents, with many schools closing across the region."
826,206088,INDIANA,2010,2,Winter Storm,"A steady light to moderate snow fell February 9th into early February 10th with snowfall totals ranging between 6 and 8 inches across the county.  A trained spotter reported 7.5 inches of total snow accumulation 4 miles north of Warsaw.  Winds of 15 to 25 mph allowed for some blowing and drifting of the snow.  The accumulating snow and wind led to slide-offs and accidents, with many schools closing across the region."
827,206112,INDIANA,2010,2,Winter Weather,"Periods of light to moderate snow fell February 9th into early February 10th with snowfall totals ranging between 3 and 6 inches across the county.  Winds of 15 to 25 mph allowed for some blowing and drifting of the snow.  The accumulating snow and wind led to slide-offs and accidents, with many schools closing across the region."
828,210660,OHIO,2010,1,Winter Weather,Four inches of snow fell in Urbana.
829,210661,OHIO,2010,1,Winter Weather,Three inches of snow fell in Springfield.
830,269882,KENTUCKY,2010,12,Winter Weather,A trained spotter reported that 3.5 inches of snow had fallenn near Prestonsburg.
831,269884,KENTUCKY,2010,12,Heavy Snow,A trained spotter reported that 15.5 inches of snow had fallen in Wallins Creek.
832,270409,KENTUCKY,2010,12,Winter Weather,Four inches of snow had fallen in Mousie since 6 pm yesterday.
833,211676,LOUISIANA,2010,1,Cold/Wind Chill,"Citrus crops damaged by several nights of temperatures in the lower 20s. One grower near Bayou Black estimated damages of $100,000."
834,211677,LOUISIANA,2010,1,Cold/Wind Chill,"Citrus crops damaged by several nights of temperatures in the lower 20s. One grower near Bayou Black estimated damages of $100,000."
835,213812,KANSAS,2010,1,Winter Storm,Snowfall of 6 inches was reported in Larned.
836,211062,ILLINOIS,2010,1,Winter Storm,Numerous weather observers across Piatt County measured around 6 inches of snow.
837,211063,ILLINOIS,2010,1,Winter Storm,Numerous weather observers across Stark County measured around 6 inches of snow.
838,213052,NEW YORK,2010,1,Lake-Effect Snow,No event description
839,212343,MICHIGAN,2010,1,Lake-Effect Snow,Snowfall amounts of twelve to sixteen inches were reported across the western half of Van Buren county.  Over fifteen inches of snow was reported one mile northwest of Bangor.
840,241661,WISCONSIN,2010,6,Flash Flood,"Several areas around Plum City, Wisconsin, had water over the roads for several hours."
841,241662,WISCONSIN,2010,6,Flash Flood,"Several roads around Ellsworth, Wisconsin, were closed due to flood waters."
842,203450,TEXAS,2010,1,Tornado,A weak EF0 tornado first touched down in a subdivision along Southern Trace Circle where shingles were peeled off several homes and a trampoline was thrown up onto a home.  Several fences were blown down as well.  The tornado continued east onto Walnut Hill Drive where sporadic tree damage was observed as well as some minor damage to several homes along the street.  The tornado lifted before reaching US 69.  Maximum winds are estimated at 65-70 mph.
843,213174,VIRGINIA,2010,1,Flash Flood,Heavy rain prompted a stream to leave its banks and cause flash flooding over Route 251. Damage values are estimated.
844,213175,VIRGINIA,2010,1,Flash Flood,Heavy rain prompted a stream to leave its banks and cause flash flooding along Furrs Mill Road. Damage values are estimated.
845,213176,VIRGINIA,2010,1,Flash Flood,Heavy rain prompted streams to leave their banks and cause flash flooding at the intersection of South River Road and Riverside Road. Damage values are estimated.
846,274554,UTAH,2010,12,Winter Storm,"The Midway Valley SNOTEL received 10.20 inches of liquid equivalent precipitation, or approximately 70 inches of new snow over the 5-day event."
847,274555,UTAH,2010,12,Winter Storm,Storm totals in the Uinta Basin included 28 inches of snow in Altamont and 27 inches in Duchesne.
848,209694,MONTANA,2010,1,Winter Storm,Eight inches of snow fell at Neihart 21W.
849,269848,KENTUCKY,2010,12,Winter Storm,Eight inches of snow fell in Hyden.
850,269851,KENTUCKY,2010,12,Winter Weather,Morgan county dispatch estimated that 2.5-3 inches of snow fell in West Liberty.
851,269852,KENTUCKY,2010,12,Winter Weather,The Pike county dispatch reported that very hazardous road conditions existed across the county. Two tanker trucks were stuck on snow covered highways in the Pikeville area.
852,211945,NEBRASKA,2010,1,Extreme Cold/Wind Chill,"Persistent north to northwest winds combined with very cold air to produce wind chill values the frequently dropped to 35 below zero or a little colder. These extremely dangerous wind chills added to the hazards produced by the preceding winter storm. As winds slowly subsided during the night of January 7th, temperatures continued to drop to well below zero, keeping the wind chills at the very dangerous level through the morning of January 8th."
853,212025,IOWA,2010,1,Ice Storm,"Freezing rain produced ice accumulations of around a quarter inch in the southern part of Cherokee County, with lesser accumulations to the north. Travel and walking were made extremely hazardous and difficult. Damage to trees and power lines was reported, and there were scattered power outages."
854,212028,IOWA,2010,1,Winter Weather,"Freezing rain and freezing drizzle, mixed at times with snow, produced a light glazing of ice, making driving and walking surfaces very slick."
855,212029,IOWA,2010,1,Winter Weather,"Freezing rain and freezing drizzle, mixed at times with snow, produced a light glazing of ice, making driving and walking surfaces very slick."
856,233197,NORTH DAKOTA,2010,7,Thunderstorm Wind,A spotter estimated the winds to be around 75 mph.
857,233201,NORTH DAKOTA,2010,7,Thunderstorm Wind,The winds were estimated by a trained weather spotter.
858,263429,MINNESOTA,2010,7,Hail,Also large tree branches of 4-6 inch diameter were broken off.
859,263431,MINNESOTA,2010,7,Hail,Hail ranging from 2 to 4 inch diameter fell in an area between Sebeka and Blue Grass. Hail punched large holes through a steel shop roof and broke out several windows.
860,208474,NEVADA,2010,1,Winter Weather,Three separate one-vehicle crashes occurred on U.S. Highway 95 in Esmeralda County due to icy road conditions.
861,208476,NEVADA,2010,1,Heavy Rain,A man was killed when he lost control of his vehicle on a wet road.
862,212195,GULF OF MEXICO,2010,1,Marine Thunderstorm Wind,A wind gust of 38 knots was measured at the Pulaski Shoal Light C-MAN station.
863,205119,KANSAS,2010,1,Heavy Snow,A snow depth of six inches was measured in Leoti.
864,205542,KANSAS,2010,1,High Wind,No event description
865,205543,KANSAS,2010,1,High Wind,A sign was blown down at a business in Oberlin which subsequently damaged a car.
866,205545,KANSAS,2010,1,High Wind,No event description
867,205547,KANSAS,2010,1,High Wind,No event description
868,233212,MINNESOTA,2010,7,Thunderstorm Wind,The winds gusted from 59 to 70 mph.
869,263444,MINNESOTA,2010,7,Funnel Cloud,A funnel was viewed near the Douglas County line.
870,239938,NORTH DAKOTA,2010,8,Funnel Cloud,"A funnel cloud developed several miles south of Wahpeton, just south of the Tyler elevator complex."
871,239944,NORTH DAKOTA,2010,8,Tornado,"This tornado touched down south of Tyler and tracked to the east for roughly 2.5 miles before crossing the Bois de Sioux River into Wilkin County, Minnesota. In Wilkin County, the tornado continued for another 2.5 miles and lifted about 650 pm CDT. The total track length was about 5 miles and peak winds were estimated at 175 mph."
872,239945,MINNESOTA,2010,8,Tornado,"This tornado touched down briefly in an open field, roughly seven miles east of a larger and much longer lasting tornado."
873,210662,OHIO,2010,1,Winter Weather,Three inches of snow fell in Amelia.
874,210663,OHIO,2010,1,Winter Weather,The NWS office in Wilmington measured 3.3 inches of snow. A NWS employee on the west side of Wilmington measured 3.5 inches.
875,210664,OHIO,2010,1,Winter Weather,"The county sheriff measured 4.5 inches while the highway department measured 4 inches, both in Greenville."
876,210665,OHIO,2010,1,Winter Weather,The county garage in Lancaster measured 3 inches of snow while a spotter in Baltimore measures 3.5 inches late in the evening.
877,210666,OHIO,2010,1,Winter Weather,Two inches of snow was measured in Washington Court House.
878,210667,OHIO,2010,1,Winter Weather,Two and a half inches of snow was measured in Westerville. The international airport in Columbus measured 2.1 inches.
879,241489,NORTH CAROLINA,2010,6,Thunderstorm Wind,A spotter in Asheboro reported a three foot diameter tree blocking the road at the intersection of Shamrock Road and Parkview Road. Several power lines in the area were also snapped.
880,211025,UTAH,2010,1,Winter Storm,New Harmony received 12 inches of snow for the event.
881,211026,UTAH,2010,1,Winter Storm,Clarkston received 10 inches of new snow.
882,211027,UTAH,2010,1,High Wind,"Strong winds were reported in the southern Wasatch Front behind the cold front, including maximum wind gusts of 72 mph in Springville and 67 mph at the Eyring Science Center."
883,212592,UTAH,2010,1,Winter Storm,"Brighton Crest received 23 inches of new snow. Also, 16 inches of snow was reported at Alta."
884,212593,UTAH,2010,1,Winter Storm,"Webster Flat SNOTEL received 1.60 inches liquid equivalent precipitation, or approximately 20 inches of new snow."
885,212605,UTAH,2010,1,Winter Storm,"Plow drivers reported to UDOT that 14 inches of new snow had fallen in the Faust Valley, about 14 miles northwest of Tremonton."
886,268034,KENTUCKY,2010,12,Winter Weather,The snow accumulation for the event was 1.9 inches.
887,241555,NORTH CAROLINA,2010,6,Thunderstorm Wind,One tree was reported down on Nicholson Road and Roberdel Road.
888,241556,NORTH CAROLINA,2010,6,Thunderstorm Wind,"Power lines and tree limbs were reported down across the city of Goldsboro, NC."
889,241557,NORTH CAROLINA,2010,6,Thunderstorm Wind,"Numerous trees and power lines were reported down across the city of Rockingham, NC."
890,241560,NORTH CAROLINA,2010,6,Thunderstorm Wind,One tree was reported down at Nursery Road and Overhills Road.
891,241562,NORTH CAROLINA,2010,6,Thunderstorm Wind,Numerous trees were reported down in the Anderson Creek area.
892,242376,NORTH CAROLINA,2010,6,Thunderstorm Wind,At least 20 trees were blown down at a farm on Mears Fork Road in Summerfield. Multiple trees were reported down along Highway 150 and Highway 158 as well as Lake Brandt Road and Spencer Dixon Road.
893,269878,KENTUCKY,2010,12,Heavy Snow,Seven inches of snow fell 7 miles northeast of Whitesburg.
894,269879,KENTUCKY,2010,12,Winter Weather,An NWS employee measured a snowfall of 4 inches near West Liberty.
895,269880,KENTUCKY,2010,12,Heavy Snow,A trained spotter measured 7.5 inches of snow in Fonde.
896,269881,KENTUCKY,2010,12,Winter Weather,A coop observer reported a snowfall of 4.5 inches near Clay City.
897,242383,NORTH CAROLINA,2010,6,Thunderstorm Wind,Four trees were reported blown down in the road at Tom Stevens Road and Plainfield Church Road. A large tree also fell blocking all lanes on Jessie Bridges Road and Siler City Snow Camp Road.
898,242688,NORTH CAROLINA,2010,6,Flash Flood,Old United States Highway 1 was closed due to flooding.
899,242696,NORTH CAROLINA,2010,6,Hail,Quarter size hail fell near the corner of Coley Road and Running Brook Road.
900,242697,NORTH CAROLINA,2010,6,Thunderstorm Wind,Several trees were reported blown down across Dove Road.
901,242699,NORTH CAROLINA,2010,6,Thunderstorm Wind,Multiple trees were reported blown down in the city of Greensboro.
